sales_person,country,product,date,amount,boxes_shipped
sp137,Canada,Clinique Turnaround Overnight Revitalizing Moisturizer 100ml,2022-04-06,450.7,34
sp1,Japan,The Ordinary Retinol 0.5% in Squalane 150ml,2024-12-01,6518.19,98
sp111,Poland,The Ordinary Hyaluronic Acid 2% + B5 30ml,2020-05-14,2231.2,112
sp122,Netherlands,Pixi Vitamin-C Juice Cleanser 60ml,2022-07-12,2525.22,329
sp31,Mexico,Olay Luminous Whip Face Moisturiser 60ml,2023-09-14,3367.75,132
sp44,Poland,Skinceuticals C E Ferulic Serum 150ml,2022-03-03,1781.64,40
sp80,Brazil,Avène Cicalfate+ Restorative Protective Cream 75ml,2020-05-17,674.44,11
sp97,Germany,Pixi Retinol Tonic 100ml,2021-10-31,5232.99,108
sp162,Argentina,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 200ml,2024-06-03,9589.4,124
sp34,Indonesia,Estée Lauder Advanced Night Repair Serum 75ml,2024-06-01,10622.72,133
sp67,Brazil,The Ordinary Glycolic Acid 7% Toning Solution 75ml,2020-04-09,15926.01,198
sp17,Italy,REN Clean Skincare Radiance Perfection Serum 56.7g,2023-11-17,14362.42,230
sp192,France,Bioderma Sebium Pore Refiner 340g,2020-09-04,13940.28,142
sp5,Brazil,REN Clean Skincare V-Cense Revitalising Eye Cream 30g,2023-10-03,11155.41,146
sp2,Poland,Bioderma Hydrabio Gel-Crème 60ml,2023-04-18,23449.39,336
sp14,Netherlands,La Roche-Posay Cicaplast Baume B5 250ml,2024-07-06,2948.22,159
sp118,Netherlands,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 20ml,2024-03-12,5053.84,99
sp7,Colombia,La Roche-Posay Effaclar Mat Moisturiser 75ml,2021-05-23,34959.95,330
sp156,China,Sunday Riley Saturn Sulfur Acne Treatment Mask 150ml,2024-09-23,15142.92,145
sp163,Thailand,Olay Retinol24 Night Moisturizer 30g,2020-01-21,1541.32,20
sp78,Germany,Avène Eau Thermale Spray 40ml,2024-04-16,7380.69,105
sp35,Philippines,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 20ml,2023-12-17,6277.42,80
sp175,China,COSRX AC Collection Lightweight Soothing Moisturizer 50ml,2021-07-26,34684.56,402
sp4,Argentina,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 340g,2020-11-12,8773.95,116
sp84,United States,CeraVe Skin Renewing Night Cream 20ml,2023-02-17,938.62,54
sp102,Netherlands,Kiehl's Powerful-Strength Line-Reducing Concentrate 100ml,2020-08-22,1129.82,103
sp133,Singapore,Sunday Riley Luna Sleeping Night Oil 50ml,2021-05-14,10532.56,230
sp75,United Kingdom,The Ordinary Glycolic Acid 7% Toning Solution 125ml,2023-05-15,6752.12,317
sp130,Sweden,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 30ml,2022-10-30,4987.34,144
sp54,Philippines,Avène Cicalfate+ Restorative Protective Cream 40ml,2020-08-21,2525.14,115
sp82,Chile,REN Clean Skincare Evercalm Global Protection Day Cream 60ml,2022-04-15,479.04,58
sp15,India,Skinceuticals Metacell Renewal B3 340g,2022-05-28,6588.25,115
sp49,Japan,Kiehl's Creamy Eye Treatment with Avocado 100ml,2021-05-14,11676.14,120
sp107,United Kingdom,CeraVe Hydrating Cleanser 200ml,2024-09-10,1689.22,44
sp177,Germany,Tatcha The Clarifying Clay Mask 125ml,2023-10-13,7740.5,75
sp62,Indonesia,Olay Super Serum 5-in-1 340g,2023-08-12,1704.69,15
sp187,United Kingdom,Clinique Take The Day Off Cleansing Balm 340g,2021-05-19,1645.1,31
sp52,South Korea,CeraVe AM Facial Moisturising Lotion SPF25 100ml,2020-10-22,797.12,38
sp192,China,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 340g,2020-05-23,25183.49,289
sp117,Mexico,Drunk Elephant Lala Retro Whipped Cream 100ml,2024-10-24,3499.29,53
sp6,Poland,Neutrogena Cellular Boost Concentrate Serum 200ml,2021-12-01,20918.71,243
sp64,Poland,Drunk Elephant C-Firma Fresh Day Serum 125ml,2022-02-23,1472.96,38
sp138,Canada,Avène XeraCalm A.D Lipid-Replenishing Cream 50ml,2020-05-30,1826.75,26
sp154,Argentina,REN Clean Skincare Clean Screen Mineral SPF30 30ml,2023-12-08,32184.17,272
sp89,Brazil,REN Clean Skincare Evercalm Global Protection Day Cream 56.7g,2020-06-05,2529.54,49
sp62,United States,Paula's Choice CLINICAL 1% Retinol Treatment 200ml,2021-07-03,21513.76,380
sp43,Sweden,Olay Regenerist Collagen Peptide24 Serum 20ml,2024-11-03,5815.97,180
sp166,Germany,Clinique Repairwear Laser Focus Eye Cream 250ml,2020-04-19,643.25,35
sp114,Poland,La Roche-Posay Cicaplast Baume B5 60ml,2024-07-25,8095.85,90
sp185,Netherlands,Neutrogena Hydro Boost Water Gel 125ml,2020-02-21,2836.68,87
sp96,Philippines,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 20ml,2024-04-07,4405.12,119
sp68,Sweden,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 250ml,2020-01-31,5317.1,57
sp96,Thailand,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 340g,2022-03-12,780.54,44
sp106,India,Skinceuticals A.G.E. Eye Complex 40ml,2020-05-10,5376.57,90
sp113,Colombia,Clinique Even Better Clinical Radical Dark Spot Corrector 40ml,2021-12-12,2142.99,103
sp185,Brazil,Neutrogena Hydro Boost Eye Gel-Cream 50ml,2020-03-09,10914.49,92
sp62,Netherlands,COSRX Advanced Snail 96 Mucin Power Essence 100ml,2024-06-23,6228.24,217
sp10,France,Skinceuticals Physical Fusion UV Defense SPF 50 20ml,2024-09-21,18590.35,196
sp31,Poland,Kiehl's Creamy Eye Treatment with Avocado 340g,2023-06-05,14714.32,172
sp34,Philippines,The Ordinary AHA 30% + BHA 2% Peeling Solution 75ml,2024-10-16,11082.13,98
sp29,United Kingdom,Sunday Riley Ice Ceramide Moisturizing Cream 30g,2022-09-11,1512.67,39
sp72,India,CeraVe Hydrating Cleanser 56.7g,2020-07-10,1796.27,48
sp143,Colombia,Kiehl's Calendula Serum-Infused Water Cream 60ml,2021-08-28,7558.3,117
sp68,Poland,Clinique Repairwear Laser Focus Eye Cream 60ml,2024-02-01,1159.93,17
sp129,Brazil,The Ordinary Buffet Multi-Technology Peptide Serum 40ml,2020-10-28,7703.68,86
sp172,United Kingdom,Tatcha The Essence Plump Skin Softener 30g,2022-05-11,1433.5,17
sp88,Netherlands,The Ordinary Hyaluronic Acid 2% + B5 15ml,2022-09-09,1930.03,96
sp119,Mexico,La Roche-Posay Toleriane Double Repair Moisturiser 250ml,2021-04-30,5991.51,66
sp49,Argentina,Skinceuticals Physical Fusion UV Defense SPF 50 100ml,2024-12-25,854.68,12
sp58,Colombia,Skinceuticals C E Ferulic Serum 150ml,2024-10-18,11934.0,364
sp166,India,Kiehl's Clearly Corrective Dark Spot Solution 50ml,2023-03-09,3613.74,99
sp194,Chile,Murad Retinol Youth Renewal Serum 30ml,2022-04-30,1945.77,120
sp191,Chile,Tatcha The Rice Polish Foaming Enzyme Powder 200ml,2020-01-08,11435.41,141
sp24,Italy,First Aid Beauty Ultra Repair Firming Collagen Cream 30g,2024-02-02,12719.26,357
sp193,Germany,Neutrogena Norwegian Formula Face Cream 340g,2023-05-01,288.7,11
sp14,India,Murad Cellular Hydration Barrier Repair Cream 15ml,2023-04-28,15939.45,225
sp155,China,Drunk Elephant A-Passioni Retinol Cream 125ml,2023-08-13,6925.03,160
sp74,South Korea,Pixi Overnight Glow Serum 40ml,2021-08-07,12069.86,525
sp113,China,Skinceuticals Phyto Corrective Gel 150ml,2023-10-18,5583.48,75
sp58,France,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 56.7g,2024-02-21,10226.24,120
sp70,Netherlands,CeraVe Eye Repair Cream 60ml,2020-01-18,1936.36,42
sp107,China,Sunday Riley Ice Ceramide Moisturizing Cream 100ml,2023-10-29,1925.13,134
sp66,Spain,COSRX Balancium B5 Biome Comfort Cream 20ml,2024-12-12,27619.34,343
sp183,Spain,Estée Lauder Advanced Night Repair Serum 56.7g,2021-02-01,1405.34,47
sp138,Netherlands,REN Clean Skincare Perfect Canvas Clean Primer 20ml,2022-08-15,15948.74,143
sp116,Mexico,La Roche-Posay Toleriane Double Repair Moisturiser 20ml,2023-02-15,5694.12,288
sp106,Thailand,REN Clean Skincare Clean Screen Mineral SPF30 56.7g,2023-08-20,9299.42,122
sp161,Japan,CeraVe AM Facial Moisturising Lotion SPF25 56.7g,2023-03-03,1551.55,54
sp152,China,Pixi Retinol Tonic 60ml,2021-10-31,8525.84,74
sp61,United States,Avène Eau Thermale Spray 40ml,2024-01-09,4217.64,155
sp89,Italy,Drunk Elephant B-Hydra Intensive Hydration Serum 20ml,2023-03-16,7800.87,143
sp32,Canada,Murad Vita-C Glycolic Brightening Serum 40ml,2024-05-23,12481.11,113
sp35,United States,CeraVe AM Facial Moisturising Lotion SPF25 20ml,2021-11-08,13488.78,197
sp5,Germany,CeraVe AM Facial Moisturising Lotion SPF25 30g,2022-12-14,11943.93,136
sp46,Mexico,Olay Super Serum 5-in-1 56.7g,2024-07-02,7550.02,159
sp104,Canada,REN Clean Skincare Vita Mineral Active 7 Eye Gel 340g,2023-10-31,5333.75,63
sp134,France,Tatcha The Clarifying Clay Mask 50ml,2024-10-31,1443.99,82
sp133,China,CeraVe Skin Renewing Night Cream 150ml,2022-05-05,32288.12,290
sp27,Argentina,Neutrogena Bright Boost Gel Cream 60ml,2024-03-22,3894.16,145
sp29,United Kingdom,Bioderma Sensibio Light Soothing Cream 56.7g,2023-05-22,5130.52,69
sp122,India,Bioderma Atoderm Intensive Baume 30g,2021-08-22,7379.44,69
sp198,South Korea,Skinceuticals A.G.E. Eye Complex 40ml,2022-08-15,24580.75,234
sp29,Netherlands,Sunday Riley UFO Ultra-Clarifying Face Oil 100ml,2023-07-09,3699.12,98
sp53,Poland,Clinique All About Eyes Rich 20ml,2023-11-10,24470.35,503
sp163,Brazil,Tatcha The Indigo Overnight Repair Treatment 250ml,2021-02-28,7022.66,130
sp37,Colombia,Olay Retinol24 Night Moisturizer 30g,2022-12-05,3548.92,64
sp163,Germany,Neutrogena Bright Boost Gel Cream 15ml,2020-04-16,12487.83,133
sp84,Poland,Estée Lauder Revitalizing Supreme+ Moisturizer 56.7g,2023-08-29,22411.29,429
sp46,France,First Aid Beauty Ultra Repair Firming Collagen Cream 30ml,2022-06-07,2201.64,32
sp125,India,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 125ml,2024-06-01,2056.97,37
sp61,Japan,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 100ml,2024-02-05,14737.18,144
sp76,China,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 15ml,2023-06-22,29253.14,347
sp196,United States,Bioderma Hydrabio Gel-Crème 56.7g,2021-05-24,2132.65,22
sp6,Mexico,Tatcha The Dewy Skin Cream 60ml,2024-09-26,3202.66,166
sp167,Canada,Avène Eau Thermale Spray 56.7g,2020-06-28,1219.2,36
sp153,Thailand,Avène Cleanance Expert Emulsion 50ml,2021-07-29,4450.47,79
sp199,Germany,COSRX Balancium B5 Biome Comfort Cream 125ml,2022-03-10,13199.4,150
sp157,Sweden,Sunday Riley Luna Sleeping Night Oil 40ml,2021-10-01,796.77,48
sp73,Indonesia,Drunk Elephant A-Passioni Retinol Cream 60ml,2023-03-19,10407.39,101
sp140,Thailand,Tatcha The Water Cream 30ml,2021-02-20,897.21,12
sp178,Thailand,Bioderma Sebium Pore Refiner 150ml,2021-04-01,10551.59,117
sp145,Singapore,Olay Regenerist Collagen Peptide24 Serum 200ml,2022-01-02,31878.16,272
sp35,United States,COSRX Oil-Free Ultra-Moisturizing Lotion 200ml,2024-08-10,1253.98,33
sp20,Thailand,Kiehl's Midnight Recovery Concentrate 250ml,2022-02-12,31798.03,389
sp74,Spain,Kiehl's Creamy Eye Treatment with Avocado 340g,2023-09-27,6443.01,61
sp200,Brazil,The Ordinary Salicylic Acid 2% Solution 250ml,2021-08-31,3314.57,57
sp177,India,Tatcha The Eye Concentrate 125ml,2024-09-05,4061.35,56
sp6,Sweden,Skinceuticals Discoloration Defense Serum 50ml,2023-07-11,17865.75,325
sp180,Mexico,REN Clean Skincare V-Cense Revitalising Eye Cream 150ml,2023-08-31,2274.62,72
sp99,Thailand,Pixi Skintreats Rose Caviar Eye Cream 250ml,2021-01-19,11557.67,100
sp31,South Korea,First Aid Beauty KP Bump Eraser Body Scrub 15ml,2023-10-14,9235.4,102
sp77,Philippines,Skinceuticals Physical Fusion UV Defense SPF 50 200ml,2024-06-05,18219.11,344
sp36,Philippines,Murad AHA/BHA Exfoliating Cleanser 200ml,2023-02-12,2386.56,22
sp184,India,Bioderma Pigmentbio C-Concentrate Brightening Serum 200ml,2024-11-30,6505.33,116
sp11,Italy,La Roche-Posay Effaclar Mat Moisturiser 56.7g,2021-04-02,8408.84,74
sp57,Mexico,The Ordinary Buffet Multi-Technology Peptide Serum 30g,2021-07-14,5024.05,100
sp48,Singapore,The Ordinary Buffet Multi-Technology Peptide Serum 340g,2023-02-18,75.79,14
sp2,Canada,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 15ml,2022-01-20,3509.57,34
sp157,Indonesia,Avène Cleanance Expert Emulsion 50ml,2020-12-22,7633.82,76
sp25,United States,Tatcha The Rice Polish Foaming Enzyme Powder 150ml,2023-07-20,5095.48,76
sp121,Sweden,Drunk Elephant Protini Polypeptide Cream 250ml,2021-10-08,20019.19,178
sp117,Colombia,Avène Eau Thermale Spray 60ml,2022-08-30,7487.33,86
sp45,Thailand,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 100ml,2023-03-14,3862.28,66
sp67,South Korea,Murad Retinol Youth Renewal Serum 125ml,2023-06-05,2317.61,55
sp144,Chile,Avène Retrinal+ 0.1 Intensive Cream 30g,2020-09-07,1106.7,22
sp178,China,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 200ml,2024-05-30,939.18,11
sp20,Thailand,Drunk Elephant C-Firma Fresh Day Serum 60ml,2021-07-15,13558.48,125
sp148,Canada,Avène Antirougeurs Jour Redness Relief Cream 150ml,2023-07-03,4735.51,81
sp45,India,Neutrogena Hydro Boost Eye Gel-Cream 40ml,2023-04-26,4641.05,123
sp39,Poland,Skinceuticals B5 Gel Hydrating Serum 20ml,2022-06-22,13925.31,197
sp47,Indonesia,Olay Regenerist Micro-Sculpting Cream 20ml,2024-11-03,2342.67,77
sp184,Sweden,Olay Super Serum 5-in-1 40ml,2021-10-28,4125.6,50
sp18,Poland,Avène Cicalfate+ Restorative Protective Cream 60ml,2022-09-22,4124.87,58
sp84,Poland,Avène Cleanance Expert Emulsion 125ml,2022-08-29,3628.66,64
sp120,Argentina,Olay Vitamin C + Peptide 24 Face Moisturizer 56.7g,2021-05-12,30288.18,322
sp64,Sweden,Paula's Choice CLINICAL 1% Retinol Treatment 200ml,2023-01-07,5166.8,59
sp15,Thailand,Kiehl's Creamy Eye Treatment with Avocado 20ml,2021-07-03,4686.1,331
sp17,Colombia,CeraVe Hydrating Cleanser 100ml,2022-10-29,27914.82,321
sp138,Mexico,REN Clean Skincare Clean Screen Mineral SPF30 20ml,2024-01-02,593.65,95
sp22,South Korea,Sunday Riley UFO Ultra-Clarifying Face Oil 15ml,2024-09-17,1688.43,116
sp173,Italy,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 125ml,2023-10-24,84.94,15
sp199,South Korea,COSRX Advanced Snail 92 All in One Cream 250ml,2021-10-06,2422.53,85
sp103,United States,Sunday Riley UFO Ultra-Clarifying Face Oil 40ml,2021-03-21,1855.96,135
sp158,Singapore,Estée Lauder Revitalizing Supreme+ Moisturizer 75ml,2020-05-10,4799.24,54
sp99,United States,Avène Antirougeurs Jour Redness Relief Cream 40ml,2023-01-19,7752.12,121
sp3,India,Kiehl's Clearly Corrective Dark Spot Solution 340g,2021-09-30,4990.11,137
sp108,United States,Neutrogena Cellular Boost Concentrate Serum 30g,2022-04-09,24412.96,266
sp21,Italy,Avène Eau Thermale Spray 40ml,2020-11-06,2984.08,40
sp129,Philippines,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 30ml,2021-06-29,17900.21,192
sp142,Sweden,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 250ml,2022-09-03,6491.37,142
sp52,Indonesia,Sunday Riley Ice Ceramide Moisturizing Cream 30ml,2022-11-11,30078.93,308
sp123,Italy,CeraVe PM Facial Moisturising Lotion 60ml,2020-01-07,26038.87,418
sp29,Brazil,Skinceuticals A.G.E. Eye Complex 75ml,2020-05-03,2393.57,44
sp60,Indonesia,Skinceuticals Phyto Corrective Gel 250ml,2021-09-07,1333.13,20
sp32,France,Kiehl's Calendula Serum-Infused Water Cream 30g,2024-12-04,852.5,50
sp91,Chile,Drunk Elephant C-Firma Fresh Day Serum 15ml,2022-03-01,26478.25,310
sp80,Spain,Kiehl's Super Multi-Corrective Anti-Aging Face & Neck Cream 100ml,2022-09-11,14143.11,143
sp73,United States,The Ordinary Buffet Multi-Technology Peptide Serum 60ml,2022-10-13,6366.86,112
sp86,India,Neutrogena Cellular Boost Concentrate Serum 100ml,2024-11-06,1913.91,26
sp99,France,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 50ml,2021-12-19,767.65,20
sp153,Sweden,Bioderma Atoderm Intensive Baume 150ml,2021-10-15,10248.72,401
sp150,Poland,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 56.7g,2021-04-15,17773.36,184
sp64,United Kingdom,Tatcha The Rice Polish Foaming Enzyme Powder 150ml,2023-04-16,10402.11,111
sp195,Japan,CeraVe Eye Repair Cream 340g,2022-02-10,9360.09,127
sp33,South Korea,Tatcha The Silk Cream 30g,2022-09-05,7516.86,70
sp1,Thailand,Skinceuticals Metacell Renewal B3 150ml,2020-09-15,5779.15,55
sp29,Thailand,Clinique All About Eyes Rich 340g,2023-08-11,4500.67,147
sp147,Germany,Kiehl's Midnight Recovery Concentrate 150ml,2022-05-16,1038.77,23
sp2,Indonesia,Tatcha The Dewy Skin Cream 100ml,2023-03-08,17384.04,161
sp200,Sweden,Skinceuticals Metacell Renewal B3 40ml,2023-05-13,4420.25,71
sp88,Canada,Drunk Elephant A-Passioni Retinol Cream 20ml,2020-05-31,1622.3,38
sp110,Argentina,The Ordinary Glycolic Acid 7% Toning Solution 56.7g,2024-03-17,4343.86,106
sp69,Mexico,The Ordinary Glycolic Acid 7% Toning Solution 15ml,2021-11-25,4520.63,149
sp178,France,Bioderma Pigmentbio C-Concentrate Brightening Serum 40ml,2024-05-27,13019.0,114
sp103,Thailand,COSRX AC Collection Lightweight Soothing Moisturizer 40ml,2023-03-02,2086.0,49
sp157,Mexico,COSRX Oil-Free Ultra-Moisturizing Lotion 40ml,2022-11-23,4789.66,142
sp134,Japan,Pixi Retinol Tonic 30g,2021-08-15,1157.14,14
sp113,Brazil,Tatcha The Indigo Overnight Repair Treatment 200ml,2022-01-20,411.71,21
sp45,Poland,First Aid Beauty Ultra Repair Cream 200ml,2023-07-12,5505.38,71
sp200,Indonesia,Murad Hydro-Dynamic Ultimate Moisture 56.7g,2023-11-17,28632.58,459
sp41,Mexico,Drunk Elephant Virgin Marula Luxury Face Oil 15ml,2021-04-26,537.7,10
sp101,Singapore,CeraVe Hydrating Cleanser 200ml,2021-10-05,3134.58,85
sp139,Germany,Paula's Choice CALM Redness Relief Moisturizer SPF 30 150ml,2023-07-25,2609.18,47
sp74,Indonesia,CeraVe Renewing SA Cream 125ml,2021-07-12,10554.56,296
sp65,United States,Murad Retinol Youth Renewal Serum 75ml,2023-10-07,3369.68,50
sp77,United States,CeraVe Hydrating Cleanser 200ml,2020-01-18,55662.8,471
sp28,France,Avène Hydrance Rich Rehydrating Cream 40ml,2020-10-26,29828.19,292
sp5,Netherlands,Sunday Riley Ice Ceramide Moisturizing Cream 50ml,2024-05-01,1885.03,45
sp146,Brazil,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 50ml,2024-08-24,9480.34,84
sp49,Canada,Neutrogena Norwegian Formula Face Cream 60ml,2024-11-02,10204.07,201
sp160,Philippines,La Roche-Posay Cicaplast Baume B5 15ml,2022-10-26,843.78,97
sp44,Philippines,The Ordinary Niacinamide 10% + Zinc 1% 340g,2023-04-21,11996.78,133
sp28,China,COSRX Advanced Snail 96 Mucin Power Essence 340g,2021-03-04,10633.2,100
sp44,Singapore,Murad Brightening Booster 125ml,2022-02-25,5689.85,84
sp101,China,Estée Lauder Revitalizing Supreme+ Moisturizer 250ml,2024-05-11,251.2,26
sp148,Spain,Murad Cellular Hydration Barrier Repair Cream 125ml,2023-04-22,1786.6,32
sp108,South Korea,CeraVe Hydrating Cleanser 20ml,2023-04-20,304.71,20
sp8,France,The Ordinary Niacinamide 10% + Zinc 1% 40ml,2023-11-28,2002.67,115
sp113,United States,La Roche-Posay Toleriane Hydrating Gentle Cleanser 340g,2022-11-11,1403.17,95
sp171,India,Murad Vita-C Glycolic Brightening Serum 250ml,2022-12-15,32252.37,314
sp166,Poland,Clinique All About Eyes Rich 75ml,2020-07-10,3070.49,49
sp116,Argentina,COSRX Balancium B5 Biome Comfort Cream 20ml,2023-12-25,11408.38,105
sp19,United Kingdom,La Roche-Posay Anthelios Invisible Fluid SPF50+ 100ml,2021-04-07,2679.3,40
sp94,Poland,Clinique Repairwear Laser Focus Eye Cream 125ml,2022-06-24,5160.09,64
sp148,Sweden,Skinceuticals Physical Fusion UV Defense SPF 50 50ml,2021-12-07,6056.76,130
sp57,China,Neutrogena Hydro Boost Water Gel 30ml,2021-04-10,15170.6,143
sp25,Colombia,COSRX Oil-Free Ultra-Moisturizing Lotion 200ml,2022-06-04,10996.61,231
sp168,Germany,Murad Hydro-Dynamic Ultimate Moisture 60ml,2021-04-17,16147.76,146
sp8,Chile,Murad Vita-C Glycolic Brightening Serum 125ml,2020-03-13,1342.25,19
sp163,United Kingdom,La Roche-Posay Effaclar Mat Moisturiser 30g,2022-02-20,13643.98,142
sp111,Poland,Sunday Riley UFO Ultra-Clarifying Face Oil 125ml,2024-03-15,20355.8,186
sp13,Poland,Clinique Smart Night Custom-Repair Moisturiser 20ml,2020-03-02,8244.15,97
sp13,Italy,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 125ml,2024-12-29,4739.54,139
sp55,Chile,REN Clean Skincare V-Cense Revitalising Eye Cream 200ml,2021-06-12,6442.8,101
sp63,Mexico,La Roche-Posay Effaclar Mat Moisturiser 100ml,2020-10-06,41207.78,411
sp129,Mexico,The Ordinary AHA 30% + BHA 2% Peeling Solution 250ml,2023-08-26,2227.02,31
sp131,India,Olay Regenerist Collagen Peptide24 Serum 40ml,2020-08-24,235.63,26
sp5,Indonesia,Kiehl's Midnight Recovery Concentrate 125ml,2022-03-13,7142.17,140
sp32,Germany,Drunk Elephant C-Firma Fresh Day Serum 75ml,2022-09-02,47502.38,465
sp28,Singapore,Drunk Elephant Virgin Marula Luxury Face Oil 20ml,2021-07-17,1026.63,64
sp151,Canada,Pixi Vitamin-C Juice Cleanser 40ml,2023-08-11,1111.04,12
sp105,Brazil,Skinceuticals A.G.E. Eye Complex 340g,2020-03-22,3865.98,131
sp104,Spain,Avène Cicalfate+ Restorative Protective Cream 15ml,2024-05-10,3954.57,76
sp160,Indonesia,COSRX Oil-Free Ultra-Moisturizing Lotion 340g,2021-07-10,4231.92,146
sp90,Japan,Olay Super Serum 5-in-1 30g,2020-08-05,1219.68,123
sp47,Philippines,First Aid Beauty Pure Skin Face Cleanser 200ml,2022-07-07,4921.53,52
sp140,Philippines,Tatcha The Essence Plump Skin Softener 200ml,2024-08-14,1975.72,41
sp62,Indonesia,REN Clean Skincare Radiance Perfection Serum 200ml,2021-06-24,11162.56,120
sp168,Singapore,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 50ml,2022-01-29,701.83,25
sp126,Colombia,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 340g,2021-01-18,42673.91,393
sp156,Argentina,COSRX Advanced Snail 92 All in One Cream 250ml,2022-10-07,1063.6,24
sp68,Chile,La Roche-Posay Anthelios Invisible Fluid SPF50+ 340g,2021-07-05,9676.96,143
sp102,India,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 60ml,2024-08-18,843.32,39
sp60,Spain,The Ordinary Salicylic Acid 2% Solution 250ml,2020-10-27,3508.14,68
sp15,Spain,Neutrogena Oil-Free Acne Wash 75ml,2021-10-03,6286.12,79
